date,birthday,tweet_count
2009-06-12,No,16
2009-06-13,No,8
2009-06-14,No,13
2009-06-15,No,7
2009-06-16,No,11
2009-06-17,No,6
2009-06-18,No,9
2009-06-19,No,9
2009-06-20,No,7
2009-06-21,No,20
2009-06-22,No,8
2009-06-23,No,6
2009-06-24,No,3
2009-06-25,No,10
2009-06-26,No,9
2009-06-27,No,7
2009-06-28,No,4
2009-06-29,No,10
2009-06-30,No,14
2009-07-01,No,10
2009-07-02,No,13
2009-07-03,No,7
2009-07-04,No,8
2009-07-05,No,16
2009-07-06,No,7
2009-07-07,No,12
2009-07-08,No,9
2009-07-09,No,8
2009-07-10,No,13
2009-07-11,No,4
2009-07-12,No,17
2009-07-13,No,17
2009-07-14,No,14
2009-07-15,No,16
2009-07-16,No,12
2009-07-17,No,13
2009-07-18,No,19
2009-07-19,No,3
2009-07-20,No,13
2009-07-21,No,20
2009-07-22,No,17
2009-07-23,No,17
2009-07-24,No,20
2009-07-25,No,10
2009-07-26,No,9
2009-07-27,No,16
2009-07-28,No,10
2009-07-29,No,15
2009-07-30,No,10
2009-07-31,No,18
2009-08-01,No,18
2009-08-02,No,54
2009-08-03,No,21
2009-08-04,No,10
2009-08-05,No,33
2009-08-06,No,15
2009-08-07,No,9
2009-08-08,No,6
2009-08-09,No,14
2009-08-10,No,21
2009-08-11,No,10
2009-08-12,No,16
2009-08-13,No,12
2009-08-14,No,16
2009-08-15,No,10
2009-08-16,No,9
2009-08-17,No,13
2009-08-18,No,29
2009-08-19,No,33
2009-08-20,No,12
2009-08-21,No,13
2009-08-22,No,8
2009-08-23,No,10
2009-08-24,No,7
2009-08-25,No,7
2009-08-26,No,13
2009-08-27,No,8
2009-08-28,No,14
2009-08-29,No,8
2009-08-30,No,12
2009-08-31,No,11
2009-09-01,No,12
2009-09-02,No,14
2009-09-03,No,5
2009-09-04,No,14
2009-09-05,No,15
2009-09-06,No,9
2009-09-07,No,13
2009-09-08,No,20
2009-09-09,No,19
2009-09-10,No,18
2009-09-11,No,18
2009-09-12,No,7
2009-09-13,No,22
2009-09-14,No,38
2009-09-15,No,12
2009-09-16,No,38
2009-09-17,No,19
2009-09-18,No,12
2009-09-19,No,32
2009-09-20,No,13
2009-09-21,No,16
2009-09-22,No,16
2009-09-23,No,33
2009-09-24,No,29
2009-09-25,No,12
2009-09-26,No,9
2009-09-27,No,24
2009-09-28,No,22
2009-09-29,No,31
2009-09-30,No,21
2009-10-01,No,21
2009-10-02,No,20
2009-10-03,No,6
2009-10-04,No,16
2009-10-05,No,17
2009-10-06,No,21
2009-10-07,No,16
2009-10-08,No,27
2009-10-09,No,24
2009-10-10,No,17
2009-10-11,No,28
2009-10-12,No,19
2009-10-13,No,13
2009-10-14,No,19
2009-10-15,No,18
2009-10-16,No,26
2009-10-17,No,19
2009-10-18,No,11
2009-10-19,No,19
2009-10-20,No,46
2009-10-21,No,20
2009-10-22,No,15
2009-10-23,No,25
2009-10-24,No,9
2009-10-25,No,25
2009-10-26,No,27
2009-10-27,No,17
2009-10-28,No,21
2009-10-29,No,18
2009-10-30,No,15
2009-10-31,No,13
2009-11-01,No,9
2009-11-02,No,11
2009-11-03,No,33
2009-11-04,No,22
2009-11-05,No,25
2009-11-06,No,21
2009-11-07,No,11
2009-11-08,No,16
2009-11-09,No,15
2009-11-10,No,18
2009-11-11,No,22
2009-11-12,No,37
2009-11-13,No,12
2009-11-14,No,15
2009-11-15,No,18
2009-11-16,No,23
2009-11-17,No,18
2009-11-18,No,24
2009-11-19,No,24
2009-11-20,No,18
2009-11-21,No,17
2009-11-22,No,22
2009-11-23,No,24
2009-11-24,No,21
2009-11-25,No,9
2009-11-26,No,11
2009-11-27,No,20
2009-11-28,No,29
2009-11-29,No,14
2009-11-30,No,14
2009-12-01,No,24
2009-12-02,No,20
2009-12-03,No,37
2009-12-04,No,15
2009-12-05,No,29
2009-12-06,No,23
2009-12-07,No,15
2009-12-08,No,32
2009-12-09,No,45
2009-12-10,No,39
2009-12-11,No,32
2009-12-12,No,18
2009-12-13,No,14
2009-12-14,No,19
2009-12-15,No,17
2009-12-16,No,31
2009-12-17,No,23
2009-12-18,No,14
2009-12-19,No,12
2009-12-20,No,25
2009-12-21,No,18
2009-12-22,No,15
2009-12-23,No,29
2009-12-24,No,14
2009-12-25,No,12
2009-12-26,No,12
2009-12-27,No,20
2009-12-28,No,16
2009-12-29,No,21
2009-12-30,No,9
2009-12-31,No,27
2010-01-01,No,12
2010-01-02,No,12
2010-01-03,No,20
2010-01-04,No,52
2010-01-05,No,49
2010-01-06,No,44
2010-01-07,No,35
2010-01-08,No,24
2010-01-09,No,17
2010-01-10,No,20
2010-01-11,No,26
2010-01-12,No,35
2010-01-13,No,24
2010-01-14,No,18
2010-01-15,No,16
2010-01-16,No,14
2010-01-17,No,24
2010-01-18,No,18
2010-01-19,No,27
2010-01-20,No,21
2010-01-21,No,35
2010-01-22,No,37
2010-01-23,No,26
2010-01-24,No,28
2010-01-25,No,18
2010-01-26,No,57
2010-01-27,No,25
2010-01-28,No,24
2010-01-29,No,60
2010-01-30,No,17
2010-01-31,No,22
2010-02-01,No,36
2010-02-02,No,39
2010-02-03,No,60
2010-02-04,No,32
2010-02-05,No,31
2010-02-06,No,33
2010-02-07,No,36
2010-02-08,No,35
2010-02-09,No,33
2010-02-10,No,51
2010-02-11,No,52
2010-02-12,No,32
2010-02-13,No,16
2010-02-14,No,26
2010-02-15,No,31
2010-02-16,No,32
2010-02-17,No,29
2010-02-18,No,55
2010-02-19,No,25
2010-02-20,No,51
2010-02-21,No,112
2010-02-22,No,45
2010-02-23,No,38
2010-02-24,No,124
2010-02-25,No,61
2010-02-26,No,55
2010-02-27,No,31
2010-02-28,No,29
2010-03-01,No,30
2010-03-02,No,136
2010-03-03,No,60
2010-03-04,No,38
2010-03-05,No,54
2010-03-06,No,16
2010-03-07,No,15
2010-03-08,No,30
2010-03-09,No,36
2010-03-10,No,22
2010-03-11,No,33
2010-03-12,No,35
2010-03-13,No,45
2010-03-14,No,12
2010-03-15,No,23
2010-03-16,No,16
2010-03-17,No,22
2010-03-18,No,22
2010-03-19,No,35
2010-03-20,No,29
2010-03-21,No,20
2010-03-22,No,66
2010-03-23,No,35
2010-03-24,No,42
2010-03-25,No,40
2010-03-26,No,72
2010-03-27,No,83
2010-03-28,No,38
2010-03-29,No,54
2010-03-30,No,48
2010-03-31,No,29
2010-04-01,No,53
2010-04-02,No,35
2010-04-03,No,37
2010-04-04,No,44
2010-04-05,No,33
2010-04-06,No,50
2010-04-07,No,41
2010-04-08,No,29
2010-04-09,No,27
2010-04-10,No,19
2010-04-11,No,30
2010-04-12,No,28
2010-04-13,No,72
2010-04-14,No,62
2010-04-15,No,31
2010-04-16,No,37
2010-04-17,No,41
2010-04-18,No,36
2010-04-19,No,22
2010-04-20,No,34
2010-04-21,No,67
2010-04-22,No,95
2010-04-23,No,24
2010-04-24,No,50
2010-04-25,No,17
2010-04-26,No,38
2010-04-27,No,101
2010-04-28,No,20
2010-04-29,No,32
2010-04-30,No,26
2010-05-01,No,24
2010-05-02,No,52
2010-05-03,No,32
2010-05-04,No,46
2010-05-05,No,45
2010-05-06,No,43
2010-05-07,No,30
2010-05-08,No,23
2010-05-09,No,15
2010-05-10,No,17
2010-05-11,No,15
2010-05-12,No,48
2010-05-13,No,53
2010-05-14,No,38
2010-05-15,No,20
2010-05-16,No,35
2010-05-17,No,108
2010-05-18,No,122
2010-05-19,No,161
2010-05-20,No,46
2010-05-21,No,45
2010-05-22,No,29
2010-05-23,No,23
2010-05-24,No,36
2010-05-25,No,28
2010-05-26,No,75
2010-05-27,No,35
2010-05-28,No,26
2010-05-29,No,19
2010-05-30,No,20
2010-05-31,No,8
2010-06-01,No,33
2010-06-02,No,22
2010-06-03,No,24
2010-06-04,No,29
2010-06-05,No,37
2010-06-06,No,22
2010-06-07,No,25
2010-06-08,No,50
2010-06-09,No,132
2010-06-10,No,46
2010-06-11,No,31
2010-06-12,No,17
2010-06-13,No,25
2010-06-14,No,40
2010-06-15,No,33
2010-06-16,No,68
2010-06-17,No,25
2010-06-18,No,17
2010-06-19,No,10
2010-06-20,No,34
2010-06-21,No,31
2010-06-22,No,24
2010-06-23,No,41
2010-06-24,No,39
2010-06-25,No,40
2010-06-26,No,32
2010-06-27,No,13
2010-06-28,No,12
2010-06-29,No,24
2010-06-30,No,459
2010-07-01,No,24
2010-07-02,No,37
2010-07-03,No,39
2010-07-04,No,26
2010-07-05,No,129
2010-07-06,No,54
2010-07-07,No,23
2010-07-08,No,29
2010-07-09,No,66
2010-07-10,No,32
2010-07-11,No,15
2010-07-12,No,26
2010-07-13,No,29
2010-07-14,No,143
2010-07-15,No,37
2010-07-16,No,44
2010-07-17,No,18
2010-07-18,No,45
2010-07-19,No,46
2010-07-20,No,31
2010-07-21,No,44
2010-07-22,No,32
2010-07-23,No,20
2010-07-24,No,50
2010-07-25,No,13
2010-07-26,No,18
2010-07-27,No,25
2010-07-28,No,35
2010-07-29,No,27
2010-07-30,No,35
2010-07-31,No,33
2010-08-01,No,49
2010-08-02,No,284
2010-08-03,No,164
2010-08-04,No,134
2010-08-05,No,198
2010-08-06,No,70
2010-08-07,No,24
2010-08-08,No,38
2010-08-09,No,28
2010-08-10,No,84
2010-08-11,No,103
2010-08-12,No,97
2010-08-13,No,48
2010-08-14,No,52
2010-08-15,No,36
2010-08-16,No,54
2010-08-17,No,70
2010-08-18,No,55
2010-08-19,No,123
2010-08-20,No,81
2010-08-21,No,73
2010-08-22,No,60
2010-08-23,No,43
2010-08-24,No,54
2010-08-25,No,36
2010-08-26,No,44
2010-08-27,No,60
2010-08-28,No,34
2010-08-29,No,52
2010-08-30,No,45
2010-08-31,No,46
2010-09-01,No,37
2010-09-02,No,44
2010-09-03,No,47
2010-09-04,No,38
2010-09-05,No,37
2010-09-06,No,35
2010-09-07,No,30
2010-09-08,No,57
2010-09-09,No,103
2010-09-10,No,251
2010-09-11,No,70
2010-09-12,No,33
2010-09-13,No,63
2010-09-14,No,50
2010-09-15,No,42
2010-09-16,No,31
2010-09-17,No,74
2010-09-18,No,18
2010-09-19,No,24
2010-09-20,No,29
2010-09-21,No,44
2010-09-22,No,57
2010-09-23,No,82
2010-09-24,No,49
2010-09-25,No,51
2010-09-26,No,42
2010-09-27,No,45
2010-09-28,No,57
2010-09-29,No,51
2010-09-30,No,53
2010-10-01,No,37
2010-10-02,No,60
2010-10-03,No,31
2010-10-04,No,198
2010-10-05,No,54
2010-10-06,No,33
2010-10-07,No,41
2010-10-08,No,43
2010-10-09,No,43
2010-10-10,No,42
2010-10-11,No,49
2010-10-12,No,174
2010-10-13,No,131
2010-10-14,No,40
2010-10-15,No,65
2010-10-16,No,49
2010-10-17,No,21
2010-10-18,No,76
2010-10-19,No,46
2010-10-20,No,41
2010-10-21,No,28
2010-10-22,No,37
2010-10-23,No,30
2010-10-24,No,34
2010-10-25,No,50
2010-10-26,No,43
2010-10-27,No,21
2010-10-28,No,32
2010-10-29,No,43
2010-10-30,No,29
2010-10-31,No,24
2010-11-01,No,236
2010-11-02,No,119
2010-11-03,No,53
2010-11-04,No,48
2010-11-05,No,50
2010-11-06,No,31
2010-11-07,No,26
2010-11-08,No,35
2010-11-09,No,55
2010-11-10,No,27
2010-11-11,No,46
2010-11-12,No,46
2010-11-13,No,22
2010-11-14,No,31
2010-11-15,No,46
2010-11-16,No,242
2010-11-17,No,240
2010-11-18,No,50
2010-11-19,No,35
2010-11-20,No,34
2010-11-21,No,42
2010-11-22,No,312
2010-11-23,No,63
2010-11-24,No,33
2010-11-25,No,41
2010-11-26,No,32
2010-11-27,No,45
2010-11-28,No,86
2010-11-29,No,59
2010-11-30,No,69
2010-12-01,No,67
2010-12-02,No,63
2010-12-03,No,42
2010-12-04,No,31
2010-12-05,No,39
2010-12-06,No,56
2010-12-07,No,34
2010-12-08,No,47
2010-12-09,No,29
2010-12-10,No,23
2010-12-11,No,57
2010-12-12,No,30
2010-12-13,No,45
2010-12-14,No,423
2010-12-15,No,64
2010-12-16,No,53
2010-12-17,No,35
2010-12-18,No,29
2010-12-19,No,17
2010-12-20,No,48
2010-12-21,No,30
2010-12-22,No,34
2010-12-23,No,24
2010-12-24,No,38
