date,type,tweet_count
2015-03-27,original,124
2015-03-28,original,108
2015-03-29,original,137
2015-03-30,original,107
2015-03-31,original,127
2015-04-01,original,90
2015-04-02,original,88
2015-04-03,original,94
2015-04-04,original,71
2015-04-05,original,74
2015-04-06,original,102
2015-04-07,original,123
2015-04-08,original,183
2015-04-09,original,161
2015-04-10,original,188
2015-04-11,original,104
2015-04-12,original,124
2015-04-13,original,110
2015-04-14,original,120
2015-04-15,original,94
2015-04-16,original,99
2015-04-17,original,106
2015-04-18,original,78
2015-04-19,original,83
2015-04-20,original,116
2015-04-21,original,95
2015-04-22,original,96
2015-04-23,original,88
2015-04-24,original,102
2015-04-25,original,85
2015-04-26,original,100
2015-04-27,original,123
2015-04-28,original,337
2015-04-29,original,276
2015-04-30,original,175
2015-05-01,original,158
2015-05-02,original,132
2015-05-03,original,71
2015-05-04,original,106
2015-05-05,original,104
2015-05-06,original,154
2015-05-07,original,113
2015-05-08,original,94
2015-05-09,original,73
2015-05-10,original,90
2015-05-11,original,97
2015-05-12,original,82
2015-05-13,original,129
2015-05-14,original,103
2015-05-15,original,88
2015-05-16,original,75
2015-05-17,original,84
2015-05-18,original,79
2015-05-19,original,114
2015-05-20,original,102
2015-05-21,original,74
2015-05-22,original,117
2015-05-23,original,79
2015-05-24,original,72
2015-05-25,original,80
2015-05-26,original,122
2015-05-27,original,116
2015-05-28,original,84
2015-05-29,original,104
2015-05-30,original,95
2015-05-31,original,60
2015-06-01,original,81
2015-06-02,original,110
2015-06-03,original,146
2015-06-04,original,134
2015-06-05,original,99
2015-06-06,original,98
2015-06-07,original,117
2015-06-08,original,148
2015-06-09,original,145
2015-06-10,original,101
2015-06-11,original,110
2015-06-12,original,124
2015-06-13,original,115
2015-06-14,original,67
2015-06-15,original,142
2015-06-16,original,110
2015-06-17,original,106
2015-06-18,original,207
2015-06-19,original,232
2015-06-20,original,161
2015-06-21,original,90
2015-06-22,original,85
2015-06-23,original,101
2015-06-24,original,124
2015-06-25,original,132
2015-06-26,original,110
2015-06-27,original,88
2015-06-28,original,127
2015-06-29,original,105
2015-06-30,original,113
2015-07-01,original,144
2015-07-02,original,114
2015-07-03,original,73
2015-07-04,original,83
2015-07-05,original,90
2015-07-06,original,107
2015-07-07,original,113
2015-07-08,original,101
2015-07-09,original,110
2015-07-10,original,95
2015-07-11,original,75
2015-07-12,original,96
2015-07-13,original,117
2015-07-14,original,136
2015-07-15,original,110
2015-07-16,original,173
2015-07-17,original,118
2015-07-18,original,95
2015-07-19,original,97
2015-07-20,original,90
2015-07-21,original,117
2015-07-22,original,145
2015-07-23,original,198
2015-07-24,original,126
2015-07-25,original,110
2015-07-26,original,116
2015-07-27,original,105
2015-07-28,original,134
2015-07-29,original,117
2015-07-30,original,91
2015-07-31,original,95
2015-08-01,original,96
2015-08-02,original,1074
2015-08-03,original,1031
2015-08-04,original,276
2015-08-05,original,134
2015-08-06,original,190
2015-08-07,original,159
2015-08-08,original,100
2015-08-09,original,108
2015-08-10,original,101
2015-08-11,original,131
2015-08-12,original,130
2015-08-13,original,154
2015-08-14,original,111
2015-08-15,original,149
2015-08-16,original,206
2015-08-17,original,333
2015-08-18,original,150
2015-08-19,original,132
2015-08-20,original,183
2015-08-21,original,135
2015-08-22,original,107
2015-08-23,original,108
2015-08-24,original,100
2015-08-25,original,115
2015-08-26,original,111
2015-08-27,original,114
2015-08-28,original,122
2015-08-29,original,77
2015-08-30,original,62
2015-08-31,original,93
2015-09-01,original,87
2015-09-02,original,109
2015-09-03,original,87
2015-09-04,original,108
2015-09-05,original,77
2015-09-06,original,77
2015-09-07,original,85
2015-09-08,original,124
2015-09-09,original,117
2015-09-10,original,255
2015-09-11,original,159
2015-09-12,original,124
2015-09-13,original,99
2015-09-14,original,114
2015-09-15,original,94
2015-09-16,original,84
2015-09-17,original,84
2015-09-18,original,97
2015-09-19,original,96
2015-09-20,original,96
2015-09-21,original,106
2015-09-22,original,118
2015-09-23,original,141
2015-09-24,original,133
2015-09-25,original,115
2015-09-26,original,99
2015-09-27,original,94
2015-09-28,original,123
2015-09-29,original,90
2015-09-30,original,100
2015-10-01,original,79
2015-10-02,original,88
2015-10-03,original,68
2015-10-04,original,103
2015-10-05,original,113
2015-10-06,original,104
2015-10-07,original,138
2015-10-08,original,115
2015-10-09,original,85
2015-10-10,original,101
2015-10-11,original,71
2015-10-12,original,91
2015-10-13,original,80
2015-10-14,original,106
2015-10-15,original,107
2015-10-16,original,127
2015-10-17,original,81
2015-10-18,original,101
2015-10-19,original,167
2015-10-20,original,186
2015-10-21,original,369
2015-10-22,original,256
2015-10-23,original,200
2015-10-24,original,167
2015-10-25,original,162
2015-10-26,original,156
2015-10-27,original,138
2015-10-28,original,186
2015-10-29,original,198
2015-10-30,original,119
2015-10-31,original,132
2015-11-01,original,126
2015-11-02,original,128
2015-11-03,original,173
2015-11-04,original,149
2015-11-05,original,132
2015-11-06,original,124
2015-11-07,original,110
2015-11-08,original,101
2015-11-09,original,109
2015-11-10,original,124
2015-11-11,original,131
2015-11-12,original,92
2015-11-13,original,74
2015-11-14,original,72
2015-11-15,original,69
2015-11-16,original,89
2015-11-17,original,161
2015-11-18,original,148
2015-11-19,original,182
2015-11-20,original,151
2015-11-21,original,76
2015-11-22,original,86
2015-11-23,original,97
2015-11-24,original,95
2015-11-25,original,102
2015-11-26,original,100
2015-11-27,original,62
2015-11-28,original,84
2015-11-29,original,87
2015-11-30,original,129
2015-12-01,original,237
2015-12-02,original,193
2015-12-03,original,96
2015-12-04,original,106
2015-12-05,original,100
2015-12-06,original,61
2015-12-07,original,101
2015-12-08,original,108
2015-12-09,original,85
2015-12-10,original,77
2015-12-11,original,87
2015-12-12,original,63
2015-12-13,original,62
2015-12-14,original,88
2015-12-15,original,103
2015-12-16,original,101
2015-12-17,original,97
2015-12-18,original,75
2015-12-19,original,70
2015-12-20,original,76
2015-12-21,original,84
2015-12-22,original,84
2015-12-23,original,71
2015-12-24,original,59
2015-12-25,original,51
2015-12-26,original,71
2015-12-27,original,56
2015-12-28,original,115
2015-12-29,original,145
2015-12-30,original,115
2015-12-31,original,102
2016-01-01,original,71
2016-01-02,original,78
2016-01-03,original,111
2016-01-04,original,111
2016-01-05,original,106
2016-01-06,original,201
2016-01-07,original,122
2016-01-08,original,74
2016-01-09,original,66
2016-01-10,original,87
2016-01-11,original,84
2016-01-12,original,79
2016-01-13,original,146
2016-01-14,original,88
2016-01-15,original,83
2016-01-16,original,58
2016-01-17,original,65
2016-01-18,original,334
2016-01-19,original,422
2016-01-20,original,209
2016-01-21,original,130
2016-01-22,original,170
2016-01-23,original,88
2016-01-24,original,88
2016-01-25,original,96
2016-01-26,original,79
2016-01-27,original,69
2016-01-28,original,82
2016-01-29,original,131
2016-01-30,original,70
2016-01-31,original,98
2016-02-01,original,122
2016-02-02,original,114
2016-02-03,original,113
2016-02-04,original,111
2016-02-05,original,315
2016-02-06,original,141
2016-02-07,original,109
2016-02-08,original,178
2016-02-09,original,146
2016-02-10,original,120
2016-02-11,original,117
2016-02-12,original,125
2016-02-13,original,71
2016-02-14,original,144
2016-02-15,original,123
2016-02-16,original,145
2016-02-17,original,134
2016-02-18,original,206
2016-02-19,original,109
2016-02-20,original,101
2016-02-21,original,109
2016-02-22,original,117
2016-02-23,original,120
2016-02-24,original,105
2016-02-25,original,233
2016-02-26,original,173
2016-02-27,original,121
2016-02-28,original,106
2016-02-29,original,107
2016-03-01,original,229
2016-03-02,original,109
2016-03-03,original,129
2016-03-04,original,113
2016-03-05,original,102
2016-03-06,original,153
2016-03-07,original,111
2016-03-08,original,86
2016-03-09,original,78
2016-03-10,original,73
2016-03-11,original,94
2016-03-12,original,67
2016-03-13,original,81
2016-03-14,original,86
2016-03-15,original,79
2016-03-16,original,89
2016-03-17,original,69
2016-03-18,original,95
2016-03-19,original,82
2016-03-20,original,78
2016-03-21,original,87
2016-03-22,original,159
2016-03-23,original,103
2016-03-24,original,154
2016-03-25,original,125
2016-03-26,original,95
2016-03-27,original,85
2016-03-28,original,102
2016-03-29,original,86
2016-03-30,original,95
2016-03-31,original,84
2016-04-01,original,104
2016-04-02,original,83
2016-04-03,original,112
2016-04-04,original,113
2016-04-05,original,80
2016-04-06,original,104
2016-04-07,original,91
2016-04-08,original,131
2016-04-09,original,88
2016-04-10,original,88
2016-04-11,original,118
2016-04-12,original,78
2016-04-13,original,258
2016-04-14,original,103
2016-04-15,original,100
2016-04-16,original,79
2016-04-17,original,106
2016-04-18,original,86
2016-04-19,original,73
2016-04-20,original,93
2016-04-21,original,78
2016-04-22,original,63
2016-04-23,original,66
2016-04-24,original,59
2016-04-25,original,64
2016-04-26,original,80
2016-04-27,original,109
2016-04-28,original,111
2016-04-29,original,104
2016-04-30,original,99
2016-05-01,original,111
2016-05-02,original,170
2016-05-03,original,196
2016-05-04,original,140
2016-05-05,original,115
2016-05-06,original,115
2016-05-07,original,145
2016-05-08,original,77
2016-05-09,original,161
2016-05-10,original,118
2016-05-11,original,101
2016-05-12,original,84
2016-05-13,original,77
2016-05-14,original,90
2016-05-15,original,113
2016-05-16,original,93
2016-05-17,original,124
2016-05-18,original,122
2016-05-19,original,97
2016-05-20,original,70
2016-05-21,original,83
2016-05-22,original,66
2016-05-23,original,77
2016-05-24,original,82
2016-05-25,original,84
2016-05-26,original,85
2016-05-27,original,71
2016-05-28,original,69
2016-05-29,original,50
2016-05-30,original,74
2016-05-31,original,82
2016-06-01,original,78
2016-06-02,original,102
2016-06-03,original,91
2016-06-04,original,53
2016-06-05,original,58
2016-06-06,original,62
2016-06-07,original,89
2016-06-08,original,79
2016-06-09,original,82
2016-06-10,original,59
2016-06-11,original,53
2016-06-12,original,85
2016-06-13,original,72
2016-06-14,original,90
2016-06-15,original,74
2016-06-16,original,73
2016-06-17,original,89
2016-06-18,original,65
2016-06-19,original,59
2016-06-20,original,123
2016-06-21,original,104
2016-06-22,original,170
2016-06-23,original,100
2016-06-24,original,62
2016-06-25,original,66
2016-06-26,original,57
2016-06-27,original,71
2016-06-28,original,87
2016-06-29,original,91
2016-06-30,original,64
2016-07-01,original,72
2016-07-02,original,75
2016-07-03,original,66
2016-07-04,original,86
2016-07-05,original,86
2016-07-06,original,344
2016-07-07,original,319
2016-07-08,original,323
2016-07-09,original,145
2016-07-10,original,213
2016-07-11,original,192
2016-07-12,original,174
2016-07-13,original,142
2016-07-14,original,156
2016-07-15,original,145
2016-07-16,original,116
2016-07-17,original,121
2016-07-18,original,139
2016-07-19,original,102
2016-07-20,original,95
2016-07-21,original,113
2016-07-22,original,189
2016-07-23,original,93
2016-07-24,original,87
2016-07-25,original,168
2016-07-26,original,103
2016-07-27,original,95
2016-07-28,original,90
2016-07-29,original,96
2016-07-30,original,99
2016-07-31,original,84
2016-08-01,original,120
2016-08-02,original,2544
2016-08-03,original,1022
2016-08-04,original,209
2016-08-05,original,157
2016-08-06,original,142
2016-08-07,original,179
2016-08-08,original,154
2016-08-09,original,168
2016-08-10,original,205
2016-08-11,original,185
2016-08-12,original,125
2016-08-13,original,100
2016-08-14,original,148
2016-08-15,original,99
2016-08-16,original,87
2016-08-17,original,87
2016-08-18,original,99
2016-08-19,original,136
2016-08-20,original,126
2016-08-21,original,110
2016-08-22,original,95
2016-08-23,original,100
2016-08-24,original,125
2016-08-25,original,203
2016-08-26,original,164
2016-08-27,original,95
2016-08-28,original,90
2016-08-29,original,100
2016-08-30,original,106
2016-08-31,original,142
2016-09-01,original,106
2016-09-02,original,149
2016-09-03,original,123
2016-09-04,original,141
2016-09-05,original,106
2016-09-06,original,129
2016-09-07,original,109
2016-09-08,original,84
2016-09-09,original,100
2016-09-10,original,242
2016-09-11,original,86
2016-09-12,original,120
2016-09-13,original,90
2016-09-14,original,107
2016-09-15,original,207
2016-09-16,original,101
2016-09-17,original,105
2016-09-18,original,109
2016-09-19,original,98
2016-09-20,original,141
2016-09-21,original,222
2016-09-22,original,139
2016-09-23,original,193
2016-09-24,original,191
2016-09-25,original,159
2016-09-26,original,122
2016-09-27,original,118
2016-09-28,original,148
2016-09-29,original,131
2016-09-30,original,112
2016-10-01,original,100
2016-10-02,original,91
2016-10-03,original,132
2016-10-04,original,139
2016-10-05,original,176
2016-10-06,original,195
2016-10-07,original,131
2016-10-08,original,71
2016-10-09,original,86
2016-10-10,original,149
2016-10-11,original,93
2016-10-12,original,116
2016-10-13,original,96
2016-10-14,original,106
2016-10-15,original,76
2016-10-16,original,116
2016-10-17,original,121
2016-10-18,original,110
2016-10-19,original,92
2016-10-20,original,143
2016-10-21,original,116
2016-10-22,original,70
2016-10-23,original,78
2016-10-24,original,83
2016-10-25,original,85
2016-10-26,original,78
2016-10-27,original,106
2016-10-28,original,96
2016-10-29,original,66
2016-10-30,original,71
2016-10-31,original,75
2016-11-01,original,96
2016-11-02,original,85
2016-11-03,original,98
2016-11-04,original,124
2016-11-05,original,71
2016-11-06,original,88
2016-11-07,original,77
2016-11-08,original,94
2016-11-09,original,195
2016-11-10,original,265
2016-11-11,original,263
2016-11-12,original,252
2016-11-13,original,194
2016-11-14,original,194
2016-11-15,original,230
2016-11-16,original,271
2016-11-17,original,174
2016-11-18,original,121
2016-11-19,original,142
2016-11-20,original,145
2016-11-21,original,115
2016-11-22,original,102
2016-11-23,original,97
2016-11-24,original,75
2016-11-25,original,130
2016-11-26,original,111
2016-11-27,original,96
2016-11-28,original,105
2016-11-29,original,110
2016-11-30,original,115
2016-12-01,original,247
2016-12-02,original,186
2016-12-03,original,101
2016-12-04,original,89
2016-12-05,original,109
2016-12-06,original,115
2016-12-07,original,145
2016-12-08,original,150
2016-12-09,original,142
2016-12-10,original,107
2016-12-11,original,107
2016-12-12,original,135
2016-12-13,original,155
2016-12-14,original,129
2016-12-15,original,124
2016-12-16,original,123
2016-12-17,original,92
2016-12-18,original,102
2016-12-19,original,97
2016-12-20,original,78
2016-12-21,original,92
2016-12-22,original,99
2016-12-23,original,83
2016-12-24,original,157
2016-12-25,original,63
2016-12-26,original,78
2016-12-27,original,113
2016-12-28,original,82
2016-12-29,original,97
2016-12-30,original,124
2016-12-31,original,88
2017-01-01,original,68
2017-01-02,original,97
2017-01-03,original,78
2017-01-04,original,135
2017-01-05,original,615
2017-01-06,original,506
2017-01-07,original,314
2017-01-08,original,210
2017-01-09,original,212
2017-01-10,original,220
2017-01-11,original,156
2017-01-12,original,125
2017-01-13,original,144
2017-01-14,original,104
2017-01-15,original,150
2017-01-16,original,244
2017-01-17,original,139
2017-01-18,original,113
2017-01-19,original,177
2017-01-20,original,177
2017-01-21,original,122
2017-01-22,original,155
2017-01-23,original,144
2017-01-24,original,191
2017-01-25,original,271
2017-01-26,original,197
2017-01-27,original,192
2017-01-28,original,152
2017-01-29,original,152
2017-01-30,original,211
2017-01-31,original,288
2017-02-01,original,662
2017-02-02,original,977
2017-02-03,original,1430
2017-02-04,original,1115
2017-02-05,original,887
2017-02-06,original,728
2017-02-07,original,621
2017-02-08,original,588
2017-02-09,original,494
2017-02-10,original,454
2017-02-11,original,388
2017-02-12,original,411
2017-02-13,original,382
2017-02-14,original,330
2017-02-15,original,578
2017-02-16,original,534
2017-02-17,original,433
2017-02-18,original,386
2017-02-19,original,350
2017-02-20,original,576
2017-02-21,original,443
2017-02-22,original,375
2017-02-23,original,383
2017-02-24,original,433
2017-02-25,original,352
2017-02-26,original,488
2017-02-27,original,512
2017-02-28,original,345
2017-03-01,original,293
2017-03-02,original,303
2017-03-03,original,287
2017-03-04,original,150
2017-03-05,original,219
2017-03-06,original,222
2017-03-07,original,206
2017-03-08,original,219
2017-03-09,original,198
2017-03-10,original,210
2017-03-11,original,137
2017-03-12,original,149
2017-03-13,original,198
2017-03-14,original,280
2017-03-15,original,291
2017-03-16,original,292
2017-03-17,original,212
2017-03-18,original,101
2017-03-19,original,121
2017-03-20,original,182
2017-03-21,original,273
2017-03-22,original,147
2017-03-23,original,148
2017-03-24,original,145
2017-03-25,original,158
2017-03-26,original,89
2017-03-27,original,119
2017-03-28,original,125
2017-03-29,original,126
2017-03-30,original,108
2017-03-31,original,108
2017-04-01,original,130
2017-04-02,original,133
2017-04-03,original,118
2017-04-04,original,245
2017-04-05,original,387
2017-04-06,original,211
2017-04-07,original,340
2017-04-08,original,174
2017-04-09,original,187
2017-04-10,original,157
2017-04-11,original,157
2017-04-12,original,222
2017-04-13,original,896
2017-04-14,original,239
2017-04-15,original,178
2017-04-16,original,200
2017-04-17,original,187
2017-04-18,original,146
2017-04-19,original,149
2017-04-20,original,133
2017-04-21,original,127
2017-04-22,original,106
2017-04-23,original,109
2017-04-24,original,165
2017-04-25,original,398
2017-04-26,original,190
2017-04-27,original,123
2017-04-28,original,139
2017-04-29,original,141
2017-04-30,original,181
2017-05-01,original,178
2017-05-02,original,214
2017-05-03,original,157
2017-05-04,original,143
2017-05-05,original,121
2017-05-06,original,135
2017-05-07,original,155
2017-05-08,original,164
2017-05-09,original,224
2017-05-10,original,344
2017-05-11,original,271
2017-05-12,original,188
2017-05-13,original,163
2017-05-14,original,146
2017-05-15,original,152
2017-05-16,original,155
2017-05-17,original,106
2017-05-18,original,131
2017-05-19,original,143
2017-05-20,original,89
2017-05-21,original,102
2017-05-22,original,113
2017-05-23,original,123
2017-05-24,original,177
2017-05-25,original,154
2017-05-26,original,126
2017-05-27,original,108
2017-05-28,original,140
2017-05-29,original,123
2017-05-30,original,108
2017-05-31,original,91
2017-06-01,original,106
2017-06-02,original,114
2017-06-03,original,89
2017-06-04,original,87
2017-06-05,original,109
2017-06-06,original,88
2017-06-07,original,128
2017-06-08,original,111
2017-06-09,original,105
2017-06-10,original,82
2017-06-11,original,86
2017-06-12,original,148
2017-06-13,original,147
2017-06-14,original,147
2017-06-15,original,143
2017-06-16,original,146
2017-06-17,original,233
2017-06-18,original,120
2017-06-19,original,150
2017-06-20,original,116
2017-06-21,original,125
2017-06-22,original,100
2017-06-23,original,109
2017-06-24,original,117
2017-06-25,original,119
2017-06-26,original,135
2017-06-27,original,100
2017-06-28,original,94
2017-06-29,original,90
2017-06-30,original,107
2017-07-01,original,130
2017-07-02,original,140
2017-07-03,original,142
2017-07-04,original,167
2017-07-05,original,131
2017-07-06,original,98
2017-07-07,original,115
2017-07-08,original,106
2017-07-09,original,75
2017-07-10,original,606
2017-07-11,original,656
2017-07-12,original,247
2017-07-13,original,121
2017-07-14,original,124
2017-07-15,original,96
2017-07-16,original,110
2017-07-17,original,116
2017-07-18,original,137
2017-07-19,original,110
2017-07-20,original,85
2017-07-21,original,99
2017-07-22,original,75
2017-07-23,original,96
2017-07-24,original,107
2017-07-25,original,121
2017-07-26,original,110
2017-07-27,original,110
2017-07-28,original,94
2017-07-29,original,78
2017-07-30,original,101
2017-07-31,original,139
2017-08-01,original,170
2017-08-02,original,3809
2017-08-03,original,1168
2017-08-04,original,285
2017-08-05,original,135
2017-08-06,original,158
2017-08-07,original,126
2017-08-08,original,126
2017-08-09,original,119
2017-08-10,original,99
2017-08-11,original,152
2017-08-12,original,204
2017-08-13,original,291
2017-08-14,original,308
2017-08-15,original,225
2017-08-16,original,186
2017-08-17,original,165
2017-08-18,original,155
2017-08-19,original,126
2017-08-20,original,282
2017-08-21,original,129
2017-08-22,original,123
2017-08-23,original,94
2017-08-24,original,128
2017-08-25,original,129
2017-08-26,original,114
2017-08-27,original,153
2017-08-28,original,149
2017-08-29,original,111
2017-08-30,original,123
2017-08-31,original,140
2017-09-01,original,99
2017-09-02,original,58
2017-09-03,original,85
2017-09-04,original,111
2017-09-05,original,121
2017-09-06,original,111
2017-09-07,original,101
2017-09-08,original,98
2017-09-09,original,87
2017-09-10,original,122
2017-09-11,original,94
2017-09-12,original,90
2017-09-13,original,118
2017-09-14,original,107
2017-09-15,original,87
2017-09-16,original,78
2017-09-17,original,81
2017-09-18,original,97
2017-09-19,original,117
2017-09-20,original,108
2017-09-21,original,103
2017-09-22,original,103
2017-09-23,original,257
2017-09-24,original,336
2017-09-25,original,256
2017-09-26,original,217
2017-09-27,original,156
2017-09-28,original,178
2017-09-29,original,120
2017-09-30,original,108
2017-10-01,original,91
2017-10-02,original,124
2017-10-03,original,135
2017-10-04,original,171
2017-10-05,original,163
2017-10-06,original,134
2017-10-07,original,101
2017-10-08,original,92
2017-10-09,original,117
2017-10-10,original,97
2017-10-11,original,135
2017-10-12,original,119
2017-10-13,original,89
2017-10-14,original,84
2017-10-15,original,75
2017-10-16,original,92
2017-10-17,original,147
2017-10-18,original,120
2017-10-19,original,99
2017-10-20,original,94
2017-10-21,original,57
2017-10-22,original,71
2017-10-23,original,117
2017-10-24,original,104
2017-10-25,original,103
2017-10-26,original,77
2017-10-27,original,105
2017-10-28,original,68
2017-10-29,original,93
2017-10-30,original,83
2017-10-31,original,89
2017-11-01,original,91
2017-11-02,original,77
2017-11-03,original,70
2017-11-04,original,68
2017-11-05,original,65
2017-11-06,original,139
2017-11-07,original,109
2017-11-08,original,112
2017-11-09,original,124
2017-11-10,original,123
2017-11-11,original,69
2017-11-12,original,106
2017-11-13,original,104
2017-11-14,original,92
2017-11-15,original,82
2017-11-16,original,145
2017-11-17,original,163
2017-11-18,original,120
2017-11-19,original,89
2017-11-20,original,109
2017-11-21,original,102
2017-11-22,original,102
2017-11-23,original,87
2017-11-24,original,66
2017-11-25,original,159
2017-11-26,original,114
2017-11-27,original,191
2017-11-28,original,216
2017-11-29,original,243
2017-11-30,original,219
2017-12-01,original,420
2017-12-02,original,249
2017-12-03,original,156
2017-12-04,original,154
2017-12-05,original,121
2017-12-06,original,118
2017-12-07,original,98
2017-12-08,original,125
2017-12-09,original,98
2017-12-10,original,75
2017-12-11,original,103
2017-12-12,original,112
2017-12-13,original,133
2017-12-14,original,97
2017-12-15,original,89
2017-12-16,original,82
2017-12-17,original,84
2017-12-18,original,87
2017-12-19,original,98
2017-12-20,original,78
2017-12-21,original,106
2017-12-22,original,89
2017-12-23,original,78
2017-12-24,original,76
2017-12-25,original,112
2017-12-26,original,107
2017-12-27,original,114
2017-12-28,original,84
2017-12-29,original,133
2017-12-30,original,119
2017-12-31,original,125
2018-01-01,original,82
2018-01-02,original,111
2018-01-03,original,91
2018-01-04,original,124
2018-01-05,original,121
2018-01-06,original,100
2018-01-07,original,100
2018-01-08,original,102
2018-01-09,original,110
2018-01-10,original,140
2018-01-11,original,124
2018-01-12,original,332
2018-01-13,original,187
2018-01-14,original,189
2018-01-15,original,466
2018-01-16,original,440
2018-01-17,original,146
2018-01-18,original,133
2018-01-19,original,122
2018-01-20,original,109
2018-01-21,original,123
2018-01-22,original,121
2018-01-23,original,112
2018-01-24,original,111
2018-01-25,original,101
2018-01-26,original,84
2018-01-27,original,79
2018-01-28,original,98
2018-01-29,original,121
2018-01-30,original,123
2018-01-31,original,136
2018-02-01,original,251
2018-02-02,original,203
2018-02-03,original,156
2018-02-04,original,153
2018-02-05,original,159
2018-02-06,original,183
2018-02-07,original,385
2018-02-08,original,340
2018-02-09,original,185
2018-02-10,original,133
2018-02-11,original,155
2018-02-12,original,172
2018-02-13,original,148
2018-02-14,original,133
2018-02-15,original,122
2018-02-16,original,132
2018-02-17,original,99
2018-02-18,original,120
2018-02-19,original,160
2018-02-20,original,138
2018-02-21,original,137
2018-02-22,original,142
2018-02-23,original,136
2018-02-24,original,120
2018-02-25,original,141
2018-02-26,original,170
2018-02-27,original,156
2018-02-28,original,158
2018-03-01,original,137
2018-03-02,original,142
2018-03-03,original,92
2018-03-04,original,89
2018-03-05,original,70
2018-03-06,original,84
2018-03-07,original,95
2018-03-08,original,87
2018-03-09,original,82
2018-03-10,original,84
2018-03-11,original,71
2018-03-12,original,103
2018-03-13,original,79
2018-03-14,original,99
2018-03-15,original,69
2018-03-16,original,73
2018-03-17,original,78
2018-03-18,original,77
2018-03-19,original,95
2018-03-20,original,93
2018-03-21,original,113
2018-03-22,original,104
2018-03-23,original,178
2018-03-24,original,89
2018-03-25,original,80
2018-03-26,original,83
2018-03-27,original,114
2018-03-28,original,100
2018-03-29,original,77
2018-03-30,original,88
2018-03-31,original,77
2018-04-01,original,78
2018-04-02,original,98
2018-04-03,original,107
2018-04-04,original,179
2018-04-05,original,109
2018-04-06,original,77
2018-04-07,original,88
2018-04-08,original,84
2018-04-09,original,93
2018-04-10,original,97
2018-04-11,original,73
2018-04-12,original,75
2018-04-13,original,84
2018-04-14,original,56
2018-04-15,original,88
2018-04-16,original,99
2018-04-17,original,117
2018-04-18,original,88
2018-04-19,original,104
2018-04-20,original,77
2018-04-21,original,60
2018-04-22,original,84
2018-04-23,original,92
2018-04-24,original,82
2018-04-25,original,107
2018-04-26,original,132
2018-04-27,original,140
2018-04-28,original,77
2018-04-29,original,76
2018-04-30,original,110
2018-05-01,original,95
2018-05-02,original,127
2018-05-03,original,90
2018-05-04,original,100
2018-05-05,original,78
2018-05-06,original,93
2018-05-07,original,96
2018-05-08,original,102
2018-05-09,original,93
2018-05-10,original,89
2018-05-11,original,94
2018-05-12,original,68
2018-05-13,original,74
2018-05-14,original,80
2018-05-15,original,114
2018-05-16,original,92
2018-05-17,original,96
2018-05-18,original,67
2018-05-19,original,80
2018-05-20,original,67
2018-05-21,original,75
2018-05-22,original,89
2018-05-23,original,80
2018-05-24,original,106
2018-05-25,original,99
2018-05-26,original,63
2018-05-27,original,59
2018-05-28,original,77
2018-05-29,original,88
2018-05-30,original,78
2018-05-31,original,72
2018-06-01,original,83
2018-06-02,original,77
2018-06-03,original,77
2018-06-04,original,108
2018-06-05,original,117
2018-06-06,original,102
2018-06-07,original,104
2018-06-08,original,122
2018-06-09,original,89
2018-06-10,original,86
2018-06-11,original,113
2018-06-12,original,86
2018-06-13,original,103
2018-06-14,original,102
2018-06-15,original,109
2018-06-16,original,56
2018-06-17,original,92
2018-06-18,original,90
2018-06-19,original,111
2018-06-20,original,128
2018-06-21,original,92
2018-06-22,original,98
2018-06-23,original,95
2018-06-24,original,89
2018-06-25,original,99
2018-06-26,original,94
2018-06-27,original,77
2018-06-28,original,104
2018-06-29,original,108
2018-06-30,original,77
2018-07-01,original,74
2018-07-02,original,84
2018-07-03,original,127
2018-07-04,original,195
2018-07-05,original,120
2018-07-06,original,74
2018-07-07,original,52
2018-07-08,original,74
2018-07-09,original,85
2018-07-10,original,65
2018-07-11,original,78
2018-07-12,original,68
2018-07-13,original,77
2018-07-14,original,57
2018-07-15,original,79
2018-07-16,original,71
2018-07-17,original,79
2018-07-18,original,75
2018-07-19,original,64
2018-07-20,original,75
2018-07-21,original,62
2018-07-22,original,86
2018-07-23,original,87
2018-07-24,original,108
2018-07-25,original,202
2018-07-26,original,130
2018-07-27,original,100
2018-07-28,original,89
2018-07-29,original,92
2018-07-30,original,93
2018-07-31,original,96
2018-08-01,original,111
2018-08-02,original,4207
2018-08-03,original,1558
2018-08-04,original,366
2018-08-05,original,275
2018-08-06,original,337
2018-08-07,original,236
2018-08-08,original,171
2018-08-09,original,219
2018-08-10,original,190
2018-08-11,original,153
2018-08-12,original,134
2018-08-13,original,153
2018-08-14,original,99
2018-08-15,original,114
2018-08-16,original,121
2018-08-17,original,92
2018-08-18,original,84
2018-08-19,original,75
2018-08-20,original,255
2018-08-21,original,227
2018-08-22,original,122
2018-08-23,original,131
2018-08-24,original,150
2018-08-25,original,116
2018-08-26,original,97
2018-08-27,original,115
2018-08-28,original,136
2018-08-29,original,133
2018-08-30,original,113
2018-08-31,original,148
2018-09-01,original,93
2018-09-02,original,91
2018-09-03,original,108
2018-09-04,original,125
2018-09-05,original,111
2018-09-06,original,128
2018-09-07,original,132
2018-09-08,original,93
2018-09-09,original,136
2018-09-10,original,184
2018-09-11,original,145
2018-09-12,original,128
2018-09-13,original,107
2018-09-14,original,121
2018-09-15,original,108
2018-09-16,original,97
